,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,541,614,0,0,538,0,0,3,0,0,76,0,0,3211,4
1,UseJava8,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,4
2,Deployartifacts,3206,3214,0,0,3206,0,0,0,0,0,8,0,0,614,142
