,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,1259,1360,0,0,1258,0,0,1,0,0,102,0,0,2902,3
1,UseJava8,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,4
2,Stylecheck,2,2,0,0,2,0,0,0,0,0,0,0,0,4261,15
3,Licensecheck,2895,2895,0,0,2895,0,0,0,0,0,0,0,0,1368,7
