,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses34,16537,17191,0,0,16537,0,0,0,0,0,654,0,3544,2558,8
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,3544,19749,2
2,Build,6060,1189,0,0,1189,3532,3,1336,0,0,0,7,2,17224,50
3,ExtractprojectMavenversion,0,0,0,0,0,0,0,0,0,0,0,0,3544,19749,5
4,Deploysnapshot,13,4913,2,7,4,0,0,0,3,3532,1365,0,0,18380,22
