,step_name,#c,#m,cma,cma_,cmt,cm_a,cm_a_,cm_t,c_ma,c_ma_,c_mt,c_m_a,c_m_a_,c_m_t,time
0,setup,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0
1,uses15,17,24,0,17,0,0,0,0,0,7,0,0,211,0,1
2,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,235,0,2
3,BuildwithMaven,201,211,0,201,0,0,0,0,0,10,0,0,24,0,41
