,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,36,8,0,0,8,0,0,28,0,0,0,0,0,4,1
1,SetupJDK18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7
2,TestwithMaven,4,32,0,0,4,0,0,0,0,0,28,0,0,8,8
3,Codecov,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2
