,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses20,334,395,0,0,334,0,0,0,0,0,61,0,0,0,1
1,SetupJDKmatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0
2,BuildwithMaven,0,0,0,0,0,0,0,0,0,0,0,0,0,395,57
