,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,275,311,0,0,275,0,0,0,0,0,36,0,0,0,1
1,SetupJDKmatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1
2,BuildwithMaven,0,0,0,0,0,0,0,0,0,0,0,0,0,311,34
