,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,15531,16140,0,0,15531,0,0,0,0,0,609,0,3544,2560,6
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,3544,18700,2
2,Build,6083,1191,0,0,1191,3527,3,1362,0,0,0,12,2,16147,56
3,ExtractprojectMavenversion,0,0,0,0,0,0,0,0,0,0,0,0,3544,18700,5
4,Deploysnapshot,18,4913,2,12,4,0,0,0,3,3527,1365,0,0,17331,23
