,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,4,4,0,0,4,0,0,0,0,0,0,0,0,168,1
1,SetupJDK8,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1
2,Checkjavacheckstyle,6,6,0,0,6,0,0,0,0,0,0,0,0,166,12
3,Test,162,162,0,0,162,0,0,0,0,0,0,0,0,10,9
