,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,18,21,0,0,18,0,0,0,0,0,3,0,321,765,1
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,321,786,3
2,Mavenversion,0,0,0,0,0,0,0,0,0,0,0,0,321,786,2
3,Mavenbuild,366,366,320,0,46,0,0,0,0,0,0,0,1,740,53
4,Website,507,720,1,0,506,0,0,0,0,0,213,0,320,67,9
