,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,34,37,0,0,34,0,0,0,0,0,3,0,5,232,1
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,5,269,7
2,CacheSonarCloudpackages,0,0,0,0,0,0,0,0,0,0,0,0,5,269,0
3,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,5,269,1
4,Buildandanalyze,227,237,5,0,222,0,0,0,0,0,10,0,0,37,246
