,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,17,19,0,0,17,0,0,0,0,0,2,0,0,1755,2
1,uses-setup-java,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,10
2,BuildwithMaven,1755,1755,0,0,1755,0,0,0,0,0,0,0,0,19,39
