,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,3,3,0,0,3,0,0,0,0,0,0,0,0,4,0
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
2,BuildwithMaven,4,4,0,0,4,0,0,0,0,0,0,0,0,3,5
