,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses13,1671,1550,0,0,1508,0,0,163,0,0,42,0,182,287,3
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,182,2000,0
2,uses19,0,0,0,0,0,0,0,0,0,0,0,0,182,2000,9
3,Grantexecutepermissionforgradlew,0,0,0,0,0,0,0,0,0,0,0,0,182,2000,0
4,BuildwithGradle,452,632,177,0,275,0,0,0,5,0,175,0,0,1550,930
5,Checkproceduresincludedinapocfull,0,0,0,0,0,0,0,0,0,0,0,0,182,2000,0
6,Archivetestresults,0,0,0,0,0,0,0,0,0,0,0,0,182,2000,24
