,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses22,19,25,0,0,19,0,0,0,0,0,6,0,0,1894,2
1,SetupJavamatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,4
2,BuildwithMaven,1891,1894,0,0,1891,0,0,0,0,0,3,0,0,25,102
