,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses11,35,37,0,0,35,0,0,0,0,0,2,0,5,305,2
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,5,342,7
2,CacheSonarCloudpackages,0,0,0,0,0,0,0,0,0,0,0,0,5,342,0
3,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,5,342,1
4,Buildandanalyze,291,238,5,0,220,0,0,66,0,0,13,0,0,43,256
