,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses48,3893,4267,0,0,3893,0,0,0,0,0,374,0,11,454,2
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,11,4721,5
2,MavenSite,458,461,11,0,447,0,0,0,0,0,3,0,0,4271,68
