,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses29,3838,4338,0,0,3838,0,0,0,0,0,500,0,0,114,3
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,0,4452,8
2,MavenInstallskipTests,112,114,0,0,112,0,0,0,0,0,2,0,0,4338,229
