,step_name,#c,#m,cma,cma_,cmt,cm_a,cm_a_,cm_t,c_ma,c_ma_,c_mt,c_m_a,c_m_a_,c_m_t,time
0,setup,0,0,0,0,0,0,0,0,0,0,0,1,115,0,0
1,uses14,102,114,0,102,0,0,0,0,0,12,0,1,1,0,1
2,SetupJDK18,0,0,0,0,0,0,0,0,0,0,0,1,115,0,4
3,CodeStyleCheck,2,2,1,1,0,0,0,0,0,0,0,0,114,0,9
