,step_name,#c,#m,cma,cma_,cmt,cm_a,cm_a_,cm_t,c_ma,c_ma_,c_mt,c_m_a,c_m_a_,c_m_t,time
0,setup,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
1,uses10,25,4,0,4,0,0,21,0,0,0,0,0,12,0,1
2,SetupJDK18,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7
3,TestwithMaven,11,33,0,11,0,0,0,0,0,22,0,0,4,0,10
4,Codecov,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2
