,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkoutrepository,56,56,0,0,56,0,0,0,0,0,0,0,0,20,1
1,Java17setup,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7
2,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1
3,BuildviaMaven,20,20,0,0,20,0,0,0,0,0,0,0,0,56,109
