,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses61,415,436,0,0,415,0,0,0,0,0,21,0,0,103,3
1,SetupJDKmatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,0,539,8
2,CachelocalMavenrepository,0,0,0,0,0,0,0,0,0,0,0,0,0,539,2
3,Runtests,98,98,0,0,98,0,0,0,0,0,0,0,0,441,48
