,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses9,175,208,0,0,175,0,0,0,0,0,33,0,0,0,0
1,SetupMavenCentralRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,208,3
