,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,210,257,0,0,210,0,0,0,0,0,47,0,5,343,1
1,test,328,348,5,0,323,0,0,0,0,0,20,0,0,257,40
