,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses21,38,42,0,0,38,0,0,0,0,0,4,0,1,162,1
1,SetupJDKmatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,1,204,6
2,BuildwithMaven,156,159,1,0,155,0,0,0,0,0,3,0,0,46,44
