,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses16,9,10,0,0,9,0,0,0,0,0,1,0,0,6,1
1,uses17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
2,Setversion,1,1,0,0,1,0,0,0,0,0,0,0,0,15,8
3,Buildjar,5,5,0,0,5,0,0,0,0,0,0,0,0,11,53
4,Renameartifact,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
5,PublishGitHubrelease,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
