,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses9,16,19,0,0,16,0,0,0,0,0,3,0,0,135,2
1,SetupMavenCentralRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,154,5
2,RuntheMavenverifyphase,132,135,0,0,132,0,0,0,0,0,3,0,0,19,13
