,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses10,5,5,0,0,5,0,0,0,0,0,0,0,0,167,1
1,SetupJDK8,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0
2,Checkjavacheckstyle,6,6,0,0,6,0,0,0,0,0,0,0,0,166,16
3,Test,160,161,0,0,160,0,0,0,0,0,1,0,0,11,10
