,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,16,18,0,0,16,0,0,0,0,0,2,0,0,158,1
1,SetupMavenCentralRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,176,4
2,RuntheMavenverifyphase,157,158,0,0,157,0,0,0,0,0,1,0,0,18,15
