,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses22,206,255,0,0,205,0,0,1,0,0,50,0,0,8,1
1,test,4,0,0,0,0,0,0,4,0,0,0,0,0,260,26
2,checkformatting,0,0,0,0,0,0,0,0,0,0,0,0,0,264,2
