,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses18,8,12,0,0,8,0,0,0,0,0,4,0,0,150,0
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1
2,BuildwithMaven,139,146,0,0,139,0,0,0,0,0,7,0,0,16,46
