,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,20,25,0,0,20,0,0,0,0,0,5,0,0,1950,1
1,SetupJavamatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0
2,BuildwithMaven,1945,1950,0,0,1945,0,0,0,0,0,5,0,0,25,115
