,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,17,23,0,0,17,0,0,0,0,0,6,0,0,211,1
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,0,234,7
2,BuildwithMaven,197,211,0,0,197,0,0,0,0,0,14,0,0,23,68
