,step_name,#c,#m,cma,cma_,cmt,cm_a,cm_a_,cm_t,c_ma,c_ma_,c_mt,c_m_a,c_m_a_,c_m_t,time
0,setup,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,0
1,uses34,15608,16224,0,15608,0,0,0,0,0,616,0,0,2560,0,7
2,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,3
3,Build,2544,2560,0,2544,0,0,0,0,0,16,0,0,16224,0,43
4,ExtractprojectMavenversion,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,3
5,Deploysnapshot,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,0
6,Generatecodecoverage,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,0
7,Publishcodecoverage,0,0,0,0,0,0,0,0,0,0,0,0,18784,0,0
