,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,563,644,0,0,560,0,0,3,0,0,84,0,0,3210,3
1,UseJava8,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,4
2,Deployartifacts,3193,3213,0,0,3193,0,0,0,0,0,20,0,0,644,150
