,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,211,259,0,0,211,0,0,0,0,0,48,0,5,343,1
1,test,323,348,5,0,318,0,0,0,0,0,25,0,0,259,42
